C1-D,Personal income,Less: Contributions for governm,Less: Personal current taxes,Equals: Disposable personal inc,Less: Personal outlays,Personal consumption expenditur,Equals: Personal saving,"Population (midperiod, thousand"
,1399.253731,47.01492537,143.2835821,1255.970149,1179.850746,1166.41791,76.11940299,143156
,1364.472232,44.13387275,143.4350864,1221.772711,1190.879,1178.374402,30.89371092,143803
,1400.564277,37.61846198,142.5160964,1257.324749,1198.003328,1184.258121,60.04485278,144462
,1395.859918,34.02807316,147.4549837,1248.404934,1203.03417,1189.564724,45.37076421,145135
,1416.853617,33.65114975,148.6259114,1268.227706,1210.740325,1195.316882,58.18844644,145761
,1442.934406,31.89571488,131.0497851,1311.884621,1223.824712,1208.57024,88.05990847,146341
,1459.227468,31.33728456,123.9866476,1334.559575,1222.835343,1207.166701,112.4054772,146973
,1460.207141,30.66230581,125.3747615,1334.832379,1229.217771,1213.545925,105.6146089,147659
,1422.714227,35.53368867,121.6345497,1301.079677,1224.545579,1209.512095,75.85075851,148298
,1422.185544,35.07324118,116.9108039,1305.27474,1244.756207,1228.251152,60.5185338,148891
,1429.364034,33.28940981,113.0452875,1316.318746,1251.126985,1234.48228,65.19176087,149529
,1434.517203,31.21531632,109.600444,1324.916759,1269.422863,1251.387347,55.49389567,150211
,1542.264309,36.90293831,115.5827879,1426.681521,1292.995405,1274.892076,132.9898343,150852
,1541.501976,36.75195895,122.044241,1419.457735,1315.442757,1296.720061,104.0149782,151385
,1570.613022,37.37936659,128.4490961,1442.163926,1383.716189,1364.007068,59.1273617,152039
,1607.190591,38.75968992,150.3608661,1456.829725,1343.892007,1323.843892,112.9377172,152724
,1611.757106,42.63565891,157.622739,1454.134367,1372.093023,1352.713178,82.04134367,153336
,1649.537513,43.03699897,169.5786228,1479.95889,1336.716341,1317.446043,143.2425488,153947
,1664.639221,42.25622639,177.9883475,1486.650874,1349.638261,1330.430885,137.0126128,154655
,1676.885153,42.34877694,187.0931041,1489.792049,1357.689147,1338.727008,132.1029012,155389
,1688.344488,43.56610683,195.1003915,1493.244096,1365.071347,1345.498169,128.1727491,156033
,1705.752908,42.75385099,199.9371267,1505.187048,1386.356492,1366.237032,119.4592895,156644
,1735.413417,43.05772231,201.5600624,1533.853354,1392.823713,1371.606864,141.0296412,157324
,1766.681177,44.15148312,205.8329706,1561.470058,1439.58709,1417.200423,121.2611156,158043
,1794.234592,44.11033797,207.5049702,1586.729622,1461.853877,1438.245527,124.8757455,158648
,1814.913531,44.00917374,207.0290708,1607.264613,1470.898159,1446.104258,136.3664539,159234
,1809.476741,44.48013838,205.1028603,1604.37388,1471.551245,1445.604497,132.8226354,159963
,1798.534573,43.71651992,202.5737331,1595.96084,1463.579829,1437.719352,132.381011,160713
,1791.648783,49.66582868,185.1738304,1606.474952,1469.740634,1443.987982,136.7343185,161389
,1786.457696,48.97759275,183.6659728,1602.791723,1484.63328,1458.920044,118.1584425,162044
,1800.416565,49.62019113,183.7784857,1616.638079,1502.082823,1474.51605,114.5552561,162792
,1831.36511,49.56250382,186.6242428,1645.35275,1529.095025,1502.172184,116.257725,163585
,1859.572134,54.24513927,191.3817273,1668.190407,1562.138112,1534.710794,106.0522948,164266
,1897.314663,54.5553737,196.3993453,1700.915318,1586.349033,1557.252834,115.1724556,164926
,1928.145875,55.36498766,200.998977,1727.146898,1601.372089,1571.282422,125.7748089,165674
,1945.357805,55.59873259,204.4598553,1740.897949,1615.95026,1584.862797,124.9476894,166481
,1958.439406,58.61109467,209.5790658,1748.86034,1610.917056,1578.947368,137.9432834,167190
,1974.193548,58.65102639,212.3167155,1761.290323,1612.316716,1580.058651,148.973607,167869
,1980.398979,57.99118534,213.9874739,1766.411505,1613.314776,1580.839712,152.5168174,168654
,2012.335716,58.21996772,218.4689878,1793.866728,1635.347014,1602.490201,158.5197141,169497
,2011.965812,64.95726496,219.9430199,1792.592593,1642.735043,1609.116809,149.8575499,170218
,2023.654575,64.51247807,220.7005829,1803.519891,1644.502292,1611.114255,158.4517005,170915
,2032.680106,64.57409175,220.1134258,1812.56668,1658.150373,1624.459543,154.4163064,171684
,2018.543342,63.11438785,216.7113494,1801.831993,1658.847185,1625.335121,142.9848079,172463
,2004.873726,62.58307488,211.564023,1793.309703,1642.667257,1608.883474,150.6424457,173116
,2008.382045,62.31388552,207.8967685,1800.485276,1651.042241,1617.955222,149.4430352,173781
,2049.067605,62.70972001,213.9831674,1834.534353,1674.459541,1642.004511,160.0748116,174535
,2071.542392,63.19028518,216.4954118,1855.046981,1694.049124,1661.080279,160.997857,175340
,2098.866809,74.99863141,223.3535884,1875.513221,1729.89544,1697.596759,146.165216,176045
,2141.02354,75.91894697,229.3953793,1911.628161,1759.790267,1726.473319,151.8378939,176727
,2145.462464,75.67096739,232.4568567,1913.550003,1783.43949,1749.142577,129.5661168,177481
,2167.949691,75.35509053,236.9077307,1930.499837,1789.005747,1753.225632,141.4940909,178268
,2198.777255,88.73018449,245.0900828,1953.687172,1805.442839,1768.652275,148.2443326,179694
,2214.320349,88.89607241,247.8314746,1965.95011,1830.720328,1793.006842,135.768547,180335
,2216.024885,88.49082913,249.3832457,1966.641639,1822.91108,1784.833208,143.1942508,181094
,2213.499947,87.57876749,247.78383,1965.716117,1826.337712,1787.35448,139.3784044,181915
,2232.533333,89.06666667,248,1984.533333,1827.2,1787.733333,157.3333333,182634
,2260.193761,89.96060896,249.6539977,2010.539764,1850.314064,1810.923028,160.2257,183337
,2291.47863,90.7884258,251.6591452,2039.819485,1861.428192,1821.608707,178.9222193,184103
,2332.133023,91.61194662,254.7129845,2076.890489,1895.784791,1855.009532,181.6352468,184894
,2354.149115,99.51558551,260.1095198,2094.039596,1912.910699,1872.367313,181.1288964,185553
,2387.079832,100.3151261,267.3319328,2119.222689,1939.07563,1897.058824,180.6722689,186203
,2404.798072,100.5709497,273.9510764,2130.846996,1955.371641,1912.419465,175.4753549,186926
,2427.05778,100.7359466,279.7640795,2147.2937,1982.358161,1938.514536,164.9355394,187680
,2446.780825,110.8624369,281.5801801,2165.200645,1996.564826,1951.803466,168.6358195,188299
,2468.801997,111.7928453,282.3419301,2186.460067,2017.470882,1971.193844,168.9891847,188906
,2501.297623,113.1527042,283.4008097,2217.896813,2052.320149,2004.048583,165.5766636,189631
,2534.310185,113.507378,284.8003302,2249.509855,2065.318337,2015.787844,184.1915179,190362
,2573.514292,113.0989101,276.5782439,2296.936048,2108.266502,2058.400165,188.6695455,190954
,2611.947945,114.2535096,254.6367456,2356.798852,2143.66226,2092.427503,213.1365919,191560
,2646.578974,114.7139798,263.0773937,2384.01142,2180.585296,2127.561946,202.9162843,192256
,2678.64393,115.2050345,269.9959399,2408.64799,2184.835566,2130.531872,223.3049127,192938
,2720.840914,115.7267031,288.0533657,2432.787548,2230.139478,2175.560946,202.6480695,193467
,2755.081505,116.7236869,293.8216945,2461.259811,2257.999598,2201.147112,203.2602133,193994
,2812.703501,118.2187046,285.5282272,2527.175274,2295.246205,2237.138707,231.9290688,194647
,2860.698994,119.4862093,290.2519168,2570.447078,2351.389027,2293.1395,219.0580504,195279
,2903.161958,150.4280271,304.3198575,2598.8421,2389.529418,2330.644762,209.3126825,195763
,2922.895936,150.9729915,321.5528651,2601.833243,2393.510122,2333.709132,208.3231214,196277
,2960.031082,154.9220533,329.7557185,2630.275363,2417.075421,2356.854937,213.1999417,196877
,2997.304063,155.0163682,339.8806085,2657.904872,2424.898902,2364.240324,233.0059696,197481
,3032.959663,160.9657948,341.0941842,2692.344543,2435.086711,2373.287343,257.2578327,197967
,3048.281116,164.7462146,337.5868965,2710.218074,2465.955623,2402.628321,244.2624512,198455
,3084.835331,166.084741,348.211758,2736.623573,2477.116165,2414.834387,259.5074078,199012
,3104.172501,168.0201624,354.2425091,2749.929992,2485.764958,2424.157566,264.1650331,199572
,3159.571521,173.6079047,362.9143965,2797.118848,2543.632838,2480.838489,253.4860098,199995
,3213.69863,175.3424658,373.0593607,2840.639269,2580.365297,2516.438356,260.2739726,200452
,3263.986251,176.8350595,415.6302293,2848.356022,2631.269504,2565.691285,217.086518,200997
,3287.090731,177.0898385,427.7812472,2859.309483,2636.720492,2570.256044,222.588991,201538
,3316.551846,189.45416,453.100159,2863.451687,2666.490019,2598.480834,196.9616675,201955
,3351.782446,190.4471368,460.6467358,2891.13571,2684.127953,2613.963218,207.0077573,202419
,3391.039134,191.5889858,447.1841574,2943.425405,2691.696379,2620.817045,251.7290262,202986
,3410.546858,192.1853125,448.0081456,2962.114463,2711.382631,2639.260108,250.7318315,203584
,3407.816554,192.4847268,437.6935308,2970.123023,2721.985103,2649.594108,248.1379195,204086
,3447.877563,190.9987212,435.2130688,3012.664494,2725.96015,2652.94336,286.7043439,204721
,3470.857891,191.1427636,412.1643746,3059.102816,2754.584152,2681.319581,304.518664,205419
,3460.108318,187.939536,410.2336109,3049.874707,2748.363107,2674.803977,301.5115997,206130
,3484.770058,201.0750547,391.399562,3092.972327,2784.789966,2710.730639,308.1823611,206763
,3529.134415,200.3850536,395.662253,3133.07925,2804.997839,2730.344584,328.0814113,207362
,3544.446606,199.5720677,397.9770473,3146.469558,2827.854503,2751.604746,318.6150554,208000
,3581.380987,200.3164923,407.1944112,3174.572542,2870.431124,2792.465938,304.141418,208642
,3630.805453,220.6357042,454.9424676,3176.242737,2891.808757,2813.579919,284.4339802,209142
,3671.751114,222.0040776,465.9065167,3205.844597,2947.217398,2867.175111,258.6271993,209637
,3735.40856,222.6129901,465.0553726,3270.353188,2991.245136,2910.431009,279.482191,210181
,3858.95492,223.3645205,470.026996,3388.927924,3049.443438,2968.455309,339.4844865,210737
,3885.522377,268.671972,461.4149084,3424.107469,3101.044024,3020.004381,323.0634445,211192
,3930.9181,268.2129906,463.8971671,3467.020933,3107.967398,3026.462246,359.0535349,211663
,3954.127471,268.1182398,472.4659127,3481.661558,3116.302012,3034.915266,365.3595462,212191
,4020.575704,268.8004434,484.9492535,3535.972843,3121.687623,3036.128719,413.9388271,212708
,3997.284914,282.0295266,484.6427965,3512.642118,3116.578992,3036.483964,396.0631257,213144
,3997.012448,281.1618257,494.2738589,3502.738589,3144.564315,3064.564315,357.8423237,213602
,3998.004056,278.1444162,498.6640054,3499.340051,3144.899076,3064.739401,354.4409748,214147
,3956.967085,270.4390731,492.1616389,3465.117732,3083.817376,3003.560052,381.300356,214700
,3919.108669,267.3992674,482.2954823,3436.813187,3098.290598,3016.178266,338.5225885,215135
,3953.425399,264.7651713,364.3529801,3589.373289,3141.077715,3059.241207,448.2955742,215652
,3992.379715,265.2331866,451.3099211,3540.774434,3185.456479,3103.051068,355.3179549,216289
,4034.074418,266.4422128,460.0336681,3573.750508,3215.011319,3133.4533,358.7391885,216848
,4091.15697,283.8609684,465.2564507,3625.90052,3275.451336,3195.660285,350.4491834,217314
,4128.039082,285.1624631,480.0045444,3648.034538,3297.546012,3218.018632,350.4885253,217776
,4179.932735,286.4349776,492.7130045,3687.5,3337.443946,3257.847534,350.0560538,218338
,4211.512496,286.0213276,502.6039514,3709.184095,3376.043647,3296.134028,333.140448,218917
,4227.256714,296.197935,510.5552695,3716.430449,3419.961519,3337.849923,296.7399257,219427
,4283.961484,299.0050946,520.925022,3763.036462,3443.493105,3360.006402,319.5433571,219956
,4345.812834,300.7182509,521.4554448,3824.357389,3481.280749,3396.300876,343.0766397,220573
,4429.783711,301.9248681,538.3938735,3891.389838,3525.043982,3438.631895,366.3458553,221201
,4454.82311,321.2013235,538.8139476,3916.009163,3548.231102,3459.149911,367.5235429,221719
,4522.323212,324.8601678,556.3324011,3965.741111,3629.145026,3537.504994,336.8457851,222281
,4578.679954,325.9615621,579.269041,3999.16546,3647.185882,3553.422842,352.2250313,222933
,4618.844868,327.151139,594.164201,4024.921219,3671.790431,3577.012821,353.1307883,223583
,4669.296547,351.4905277,598.5732508,4070.723296,3691.595408,3596.636273,379.1278877,224152
,4657.550042,347.9845033,603.7265935,4053.823448,3700.073794,3604.833502,353.7496541,224737
,4713.962946,348.3958427,620.4247628,4093.538183,3751.694532,3654.993222,341.8436512,225418
,4775.345622,348.0591989,631.4250266,4143.920596,3779.244949,3680.432471,364.6756469,226117
,4804.231887,353.59667,616.1384035,4188.093483,3811.733079,3702.90075,376.3604041,226754
,4756.340657,346.0853338,618.1609975,4138.179659,3732.504877,3626.261769,405.6747816,227389
,4808.011279,345.4138331,625.1036656,4182.907613,3770.11113,3667.067507,412.7964837,228070
,4896.452985,346.4338287,641.6486863,4254.804299,3808.553971,3703.494586,446.2503277,228689
,4887.806028,376.4687389,648.9959524,4239.006563,3829.528039,3718.316501,409.2820372,229155
,4894.98475,374.6959577,660.3992124,4234.585537,3828.23057,3714.142311,406.354967,229674
,4995.450582,374.7583122,675.3990219,4320.241119,3840.277515,3721.803086,479.9636047,230301
,4975.220777,371.5020308,655.8110072,4319.40977,3807.057421,3685.583336,512.3523494,230903
,4964.725335,380.6724233,646.5184641,4318.206871,3830.424398,3704.207239,487.9661951,231395
,4987.750658,378.1870974,651.6650032,4336.085655,3837.764268,3706.923147,498.3213864,231906
,4988.544836,375.5145874,625.5593342,4362.985502,3875.962055,3742.079828,487.0234473,232498
,5010.714981,372.2791917,630.3242832,4380.390698,3949.311939,3812.053911,431.0787595,233074
,5030.379658,387.0333298,615.1441717,4415.235486,3990.271485,3849.611913,424.964001,233546
,5081.587113,389.8050975,625.8498658,4455.737248,4078.135351,3933.614588,377.7762282,234028
,5131.240616,392.0824201,595.1990612,4536.041555,4163.459713,4014.875662,372.7544135,234603
,5235.411027,398.5196861,608.4021519,4627.008875,4227.632526,4076.345818,399.3763492,235153
,5331.099491,424.7685773,610.4144455,4720.685045,4256.485759,4104.685993,464.1992858,235605
,5425.835234,429.0218704,620.3877633,4805.279753,4321.749631,4166.275325,483.5301221,236082
,5516.461213,432.3667881,638.1527507,4878.308463,4356.107867,4196.902397,522.2005956,236657
,5580.326134,435.1205636,653.9212119,4926.404922,4416.20084,4253.630139,510.2040816,237232
,5616.527953,450.3163988,706.0516376,4910.476315,4490.246415,4322.317969,420.2299001,237673
,5650.794684,453.5472011,631.3546225,5019.60274,4547.184851,4371.817605,472.2552098,238176
,5678.156825,457.8793129,681.799783,4996.518951,4639.671,4462.056571,356.847951,238789
,5746.516044,464.0983554,689.3888192,5057.127225,4660.455087,4479.579029,396.672138,239387
,5809.757113,476.9681541,681.5889332,5128.16818,4709.800343,4526.634324,418.3678371,239861
,5847.15385,479.0581338,683.1397664,5164.014083,4738.804187,4555.114786,425.0505823,240368
,5891.395551,483.0206602,694.8468297,5196.548722,4822.924088,4639.594712,373.6246339,240962
,5916.035334,487.4100154,715.7901355,5200.245198,4851.938009,4668.039357,348.3071893,241539
,5962.384205,493.5903434,702.0991235,5260.285082,4864.944949,4686.067184,395.3401329,242009
,6012.530629,496.572687,792.6242983,5219.90633,4941.068825,4763.965138,278.682423,242520
,6077.704262,499.3075858,751.5002308,5326.204031,5006.308663,4828.896753,319.8953685,243120
,6183.390369,505.9887558,773.6494745,5409.58812,5023.680029,4847.531166,385.9080909,243721
,6239.732048,533.630384,759.4495468,5480.434058,5108.666,4930.890243,371.768058,244208
,6284.787895,539.0435018,745.7443934,5539.043502,5151.460566,4973.130385,387.432826,244716
,6334.411346,540.5886542,750.2076905,5584.352006,5192.855447,5014.835034,391.4965583,245354
,6403.196374,544.9434895,759.6538733,5643.542501,5262.243937,5081.969626,381.4457264,245966
,6519.617838,553.1443885,802.918645,5716.844834,5293.175264,5108.648161,423.6695698,246460
,6526.548034,552.0145358,814.7549967,5711.648833,5335.996308,5148.097944,375.652525,247017
,6557.522631,553.4547955,816.2885298,5741.234101,5385.871433,5194.797754,355.3626676,247698
,6617.655432,557.6747893,822.9902072,5794.665224,5424.163061,5228.734912,370.6445001,248374
,6672.151204,568.2824959,816.3523605,5855.798844,5480.881464,5285.828798,374.9173804,248936
,6713.328514,567.5878559,823.7878114,5889.540703,5493.911254,5298.876779,395.6294484,249711
,6738.747176,570.3542505,824.7479478,5914.136962,5535.094485,5337.446973,379.042477,250595
,6721.674271,565.4217098,818.1470452,5903.527226,5520.477583,5322.258955,383.0496435,251482
,6678.380753,573.7649524,781.9152531,5896.4655,5486.517537,5284.449551,409.9479624,252258
,6718.92407,574.0708428,783.4583842,5935.465686,5522.32796,5319.651558,413.137726,253063
,6731.453235,576.2851852,783.3002518,5948.152983,5542.781782,5340.162788,405.5044161,253965
,6790.255921,577.4121761,790.0174853,6000.3709,5553.436126,5349.705929,446.8023102,254835
,6876.671189,591.0246447,772.5338848,6104.005585,5651.549678,5453.312083,452.455907,255585
,6948.710898,594.0736667,792.0545757,6156.656322,5688.28482,5490.95861,468.3715023,256439
,7001.303611,596.7931169,800.2867944,6201.016817,5766.914353,5563.420675,434.1024638,257386
,7117.543359,595.7535063,825.5774765,6292.095507,5827.910715,5633.73344,464.1847925,258277
,6983.380572,602.2932234,791.8062355,6191.574337,5845.529503,5649.188354,346.0448338,259039
,7111.170908,609.415443,821.7370134,6289.433895,5900.540734,5704.748725,388.765024,259826
,7133.237256,612.3021592,837.914015,6295.450777,5953.525743,5759.925519,341.9250341,260714
,7243.706862,617.3873325,854.2681689,6389.56557,6007.155907,5812.398498,382.409663,261547
,7200.883281,628.8958991,846.8138801,6354.195584,6064.605678,5868.012618,289.5899054,262250
,7338.791707,635.9172705,873.1304861,6465.661221,6115.680685,5914.382228,349.9805357,263020
,7394.855145,637.6123876,865.1348651,6529.72028,6184.815185,5976.898102,344.9050949,263870
,7486.180639,642.7089674,873.1351627,6613.045477,6242.500279,6032.942872,370.5451971,264678
,7541.149596,649.1325554,889.0535284,6652.096067,6247.947151,6036.549978,404.1489165,265388
,7574.189266,651.6608069,912.3988887,6661.790377,6316.352371,6094.337767,345.4380056,266142
,7626.788753,655.2741428,915.2783048,6711.510448,6376.95707,6148.657747,334.553378,267000
,7678.3583,657.6543661,932.5295336,6745.828766,6425.039581,6186.944343,320.7891852,267820
,7785.570657,659.2048841,964.8230249,6820.747632,6484.967415,6246.214599,335.7802166,268487
,7920.322476,666.3126516,1007.011912,6913.310564,6579.007712,6334.616638,334.3028518,269251
,7976.557903,670.9579796,1006.857294,6969.700609,6619.510262,6370.197793,350.0702542,270128
,8050.567842,675.9115362,1026.180514,7024.387328,6690.974298,6437.178721,333.4130305,270991
,8154.148082,684.5078799,1066.190901,7087.83824,6759.203092,6502.646447,328.6351472,271709
,8206.512729,689.402013,1078.152753,7128.359976,6779.396092,6517.465956,348.963884,272487
,8314.833621,696.9274733,1104.550929,7210.282691,6895.826937,6628.368325,314.4557542,273391
,8441.069559,707.0006,1131.906784,7309.045137,6974.602092,6703.095039,334.5606832,274246
,8630.746823,718.631804,1162.99011,7467.756713,7032.677896,6762.867949,435.0788169,274950
,8764.295088,726.9403825,1190.944882,7573.350206,7157.035058,6878.28084,416.432321,275703
,8860.76836,734.2726731,1210.791123,7649.977236,7249.68773,6966.835156,400.2895066,276564
,8946.0693,742.1292846,1236.494039,7709.575261,7363.426788,7076.890835,346.0320417,277400
,8997.93628,756.504197,1244.608821,7753.327459,7421.161248,7138.848954,332.1662106,278103
,9041.851873,757.8364025,1259.366161,7782.485713,7551.694279,7262.02159,230.7914334,278864
,9130.569841,761.858742,1284.184125,7846.270666,7655.288257,7361.911665,190.9824089,279751
,9297.851618,772.3861358,1317.215698,7980.635921,7775.880836,7476.253223,204.7550845,280592
,9528.877972,793.1634428,1369.926881,8158.951091,7909.005106,7599.586077,250.0597005,281304
,9624.374901,790.7360894,1387.210644,8237.164257,7980.901953,7666.033082,256.262304,282007
,9722.634634,799.9280155,1398.749269,8323.885365,8066.203266,7740.248347,257.5696225,282792
,9744.177979,801.0385076,1403.999597,8340.178382,8142.100964,7812.419566,198.0774181,283570
,9845.849495,817.4311213,1442.146326,8403.703169,8172.310702,7844.337997,231.392467,284246
,9802.324426,810.1277,1439.797799,8362.636999,8183.945344,7857.024602,178.6916548,284939
,9770.60435,804.8101572,1220.692918,8549.911432,8194.540714,7867.885709,355.3707188,285706
,9778.262968,802.7955762,1346.989379,8431.273589,8292.262793,7973.316949,139.0107961,286451
,9815.675256,816.232822,1168.046005,8647.629251,8304.671528,7990.685369,342.9577234,287092
,9862.201082,818.8477572,1137.766264,8724.434818,8374.604073,8058.297868,349.8307446,287746
,9833.553672,815.6520231,1133.807243,8699.746429,8432.088598,8117.7261,267.6578314,288488
,9831.947257,812.4703753,1122.182962,8709.764295,8444.11169,8136.769078,265.7603309,289204
,9833.584668,819.99123,1092.287783,8741.296885,8474.027016,8178.415204,267.2698688,289815
,9939.326082,826.2955854,1085.625933,8853.700149,8539.667306,8236.084453,314.0328428,290467
,9987.593315,829.0210383,1002.290465,8985.30285,8660.502206,8358.60621,324.8006447,291197
,10102.30665,835.644901,1072.426777,9029.879869,8704.713489,8398.426376,325.1663801,291899
,10122.77253,849.4729357,1055.488162,9067.284364,8779.072199,8476.219359,288.1075881,292471
,10210.49139,851.9198266,1064.277641,9146.213747,8819.278108,8512.354704,327.0393297,293114
,10292.85817,857.5751961,1095.979248,9196.878925,8888.991827,8575.443147,307.8870978,293845
,10446.2315,860.5820322,1114.71021,9331.419112,8999.325595,8680.311453,332.0935175,294577
,10365.68328,871.6868812,1178.650252,9186.931784,9043.371738,8716.463847,143.5600462,295198
,10444.66791,870.6320076,1198.954196,9245.713711,9128.060737,8796.017899,117.652974,295826
,10528.01831,874.8880263,1218.274112,9309.744202,9199.960187,8867.124515,109.6844829,296575
,10601.70562,873.5391661,1237.563171,9364.241156,9224.178774,8893.615761,139.9636766,297316
,10802.97048,896.8267187,1294.687032,9508.28345,9300.8788,8962.584867,207.4046497,297959
,10879.78248,890.8525927,1301.417751,9578.364731,9339.87182,8998.4463,238.4929112,298625
,10925.76352,887.4068791,1305.185856,9620.481289,9401.135279,9051.203223,219.4423831,299411
,11037.15571,895.8431267,1336.857354,9700.202423,9455.759471,9098.59263,244.4429521,300213
,11117.72298,904.8459655,1384.412429,9733.215648,9504.868743,9142.228043,228.3469051,300913
,11149.09406,898.5949448,1394.131164,9754.962896,9562.097412,9184.841978,192.8654839,301617
,11202.80389,898.4246877,1403.349296,9799.454591,9621.681395,9231.461264,177.7731963,302406
,11353.46924,908.5468487,1419.487563,9933.981672,9724.798953,9340.190761,209.1827193,303166
,11447.13087,919.7424014,1429.262754,10017.86811,9748.543563,9367.450258,269.2314851,303810
,11506.44074,912.0458008,1229.604322,10276.74408,9780.322268,9403.01953,496.5141512,304445
,11368.36914,903.7520094,1317.404647,10051.05582,9688.733012,9317.916119,362.3228116,305177
,11320.06156,900.9289627,1321.985452,9998.076113,9477.710391,9131.319054,520.3657218,305890
,11047.54945,880.8294889,1108.482163,9939.067282,9401.726579,9055.862604,537.3407025,306496
,11139.06257,886.860481,1015.471681,10123.59089,9399.297157,9054.90393,724.2937337,307101
,11082.46249,884.3010596,1017.684199,10064.77829,9496.80664,9147.951421,567.971647,307815
,11157.50321,888.661993,1018.478846,10138.9332,9577.365921,9236.232029,561.5672832,308521
,11231.73183,898.3348339,1031.930083,10199.80174,9643.503488,9304.1952,556.3891996,309120
,11329.23021,906.8199303,1040.050686,10289.17953,9651.717428,9309.318007,637.4620989,309724
,11341.16694,909.5984153,1060.867999,10280.29894,9667.116874,9333.963623,613.1820637,310438
,11445.9457,915.3877984,1084.054477,10361.89123,9786.175629,9457.567961,575.7155965,311140
